fb,tb,from_name,to_name,r_aa,r_ab,r_ac,r_bb,r_bc,r_cc,x_aa,x_ab,x_ac,x_bb,x_bc,x_cc,r_s1s1,r_s1s2,r_s2s2,x_s1s1,x_s1s2,x_s2s2,primary_phase,type,name,status,s_base,v_ln_base,z_base,phases
11,12,hvmv69s1s2_6,hvmv69s1s2_7,0.000331354408025824,0.00011746434080181876,0.00012466771515578286,0.00034023972948042425,0.00012997483975333814,0.0003570991714738375,0.0009476142848721792,0.0004057953730801645,0.0003453759307450227,0.0009254072300643673,0.000375361579486722,0.0008847340583139874,0.0,0.0,0.0,0.0,0.0,0.0,,line,hvmv69s1s2-6,CLOSED,1000000,39837.16857408418,1587.0,abc
12,13,hvmv69s1s2_7,hvmv69s1s2_8,0.000165677204012912,5.873217040090938e-05,6.233385757789143e-05,0.00017011986474021212,6.498741987666907e-05,0.00017854958573691875,0.0004738071424360896,0.00020289768654008225,0.00017268796537251135,0.0004627036150321837,0.000187680789743361,0.0004423670291569937,0.0,0.0,0.0,0.0,0.0,0.0,,line,hvmv69s1s2-7,CLOSED,1000000,39837.16857408418,1587.0,abc
13,14,hvmv69s1s2_8,hvmv69s1s2_9,0.000165677204012912,5.873217040090938e-05,6.233385757789143e-05,0.00017011986474021212,6.498741987666907e-05,0.00017854958573691875,0.0004738071424360896,0.00020289768654008225,0.00017268796537251135,0.0004627036150321837,0.000187680789743361,0.0004423670291569937,0.0,0.0,0.0,0.0,0.0,0.0,,line,hvmv69s1s2-8,CLOSED,1000000,39837.16857408418,1587.0,abc
14,15,hvmv69s1s2_9,hvmv69s1s2_10,0.000165677204012912,5.873217040090938e-05,6.233385757789143e-05,0.00017011986474021212,6.498741987666907e-05,0.00017854958573691875,0.0004738071424360896,0.00020289768654008225,0.00017268796537251135,0.0004627036150321837,0.000187680789743361,0.0004423670291569937,0.0,0.0,0.0,0.0,0.0,0.0,,line,hvmv69s1s2-9,CLOSED,1000000,39837.16857408418,1587.0,abc
15,16,hvmv69s1s2_10,hvmv69sub2_lnb,6.30119722747322e-10,0.0,0.0,6.30119722747322e-10,0.0,6.30119722747322e-10,6.30119722747322e-10,0.0,0.0,6.30119722747322e-10,0.0,6.30119722747322e-10,0.0,0.0,0.0,0.0,0.0,0.0,,switch,hvmv69s1s2-10,CLOSED,1000000,39837.16857408418,1587.0,abc
16,17,hvmv69sub2_lnb,hvmv69s2s3_1,6.30119722747322e-10,0.0,0.0,6.30119722747322e-10,0.0,6.30119722747322e-10,6.30119722747322e-10,0.0,0.0,6.30119722747322e-10,0.0,6.30119722747322e-10,0.0,0.0,0.0,0.0,0.0,0.0,,switch,hvmv69s2b3_sw,CLOSED,1000000,39837.16857408418,1587.0,abc
17,18,hvmv69s2s3_1,hvmv69s2s3_2,0.0007455474180581039,0.0002642947668040922,0.00028050235910051144,0.0007655393913309546,0.00029244338944501083,0.0008034731358161343,0.002132132140962403,0.0009130395894303701,0.0007770958441763012,0.0020821662676448263,0.0008445635538451246,0.0019906516312064716,0.0,0.0,0.0,0.0,0.0,0.0,,line,hvmv69s2s3-1,CLOSED,1000000,39837.16857408418,1587.0,abc
18,19,hvmv69s2s3_2,hvmv69sub3_hsb,6.30119722747322e-10,0.0,0.0,6.30119722747322e-10,0.0,6.30119722747322e-10,6.30119722747322e-10,0.0,0.0,6.30119722747322e-10,0.0,6.30119722747322e-10,0.0,0.0,0.0,0.0,0.0,0.0,,switch,hvmv69s3b1_sw,CLOSED,1000000,39837.16857408418,1587.0,abc
19,20,hvmv69sub3_hsb,regxfmr_hvmv11sub3_lsb,0.0020099999999999996,0.0,0.0,0.0020099999999999996,0.0,0.0020099999999999996,0.01191,0.0,0.0,0.01191,0.0,0.01191,0.0,0.0,0.0,0.0,0.0,0.0,,transformer,hvmv69_11sub3,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
20,21,regxfmr_hvmv11sub3_lsb,hvmv11sub3_lsb,1.0910430860411857e-06,0.0,0.0,1.0910430860411857e-06,0.0,1.0910430860411857e-06,0.00010910430860411856,0.0,0.0,0.00010910430860411856,0.0,0.00010910430860411856,0.0,0.0,0.0,0.0,0.0,0.0,,transformer,feeder_reg3afeeder_reg3bfeeder_reg3c,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
21,22,hvmv11sub3_lsb,e203026,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,0.0,0.0,0.0,0.0,0.0,0.0,,switch,hvmv69s3b2_sw,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
22,23,e203026,m1009650,0.0014141840522848012,0.0005758500551305629,0.0005946407461332872,0.001385979341760481,0.0005800207012152807,0.0014229788287166032,0.003645058888657472,0.0017467072875813035,0.0016145211543455227,0.0037118619493667552,0.0018344262623127933,0.0036243575791569606,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6044631-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
23,24,m1009650,m1009651,4.704148419043594e-05,1.9155103057993365e-05,1.9780157478812136e-05,4.6103281385728854e-05,1.9293835623631606e-05,4.733403404333988e-05,0.00012124940866569502,5.810255257886861e-05,5.3705506885445985e-05,0.0001234715487889352,6.102044064044435e-05,0.0001205607993421658,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5800693-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
24,25,m1009651,l2879092,0.0,0.0,0.0,0.0,0.0,0.0011417142348068969,0.0,0.0,0.0,0.0,0.0,0.0009118694894185953,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5774488-1,CLOSED,1000000,7199.557856794634,51.833633333333346,c
25,26,l2879092,x2879092c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3594674556213017,0.0,0.3594674556213017,0.20369822485207095,0.0,0.20369822485207095,c,center_tap_xfmr,t21399326c,CLOSED,1000000,138.66666666666669,0.019228444444444447,s1s2
26,27,x2879092c,sx2879092c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951144138313614,0.5459277459319528,1.8951144138313614,0.771163970044379,0.5898321930473374,0.771163970044379,c,triplex_line,tpx21399326c0,CLOSED,1000000,104.0,0.010816,s1s2
24,28,m1009651,m1026655,0.0003286503333124804,0.00013382509317009053,0.00013819196949799124,0.0003220956790580898,0.0001347943335059976,0.00033069420178989006,0.0008470961164959056,0.00040592731288085934,0.00037520782012668815,0.0008626208624672157,0.0004263128279322815,0.00084228522058999,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6260020-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
28,29,m1026655,m1026658,0.0003719688113521534,0.00015146420310561547,0.0001564066651461656,0.00036455020651686844,0.00015256119628991608,0.00037428207639722294,0.0009587494781403942,0.0004594314527108773,0.00042466290983450165,0.0009763204973062314,0.0004825039252869792,0.0009533044715474422,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5591284-2,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
29,30,m1026658,l2673319,0.00017340289542571512,7.060896120937712e-05,7.291301789963468e-05,0.00016994452063944909,7.11203529944263e-05,0.00017448128384017387,0.00044694590090254687,0.00021417587098259664,0.00019796761421348577,0.0004551370865771231,0.00022493170165233196,0.000444407570053254,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5591284-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
30,31,l2673319,m1026662,0.0007441738037770166,0.00030302457819359846,0.00031291264048400805,0.0007293318836737584,0.0003052192610964765,0.0007488018026715371,0.001918107712911174,0.000919154620775371,0.0008495954587853051,0.0019532609079367124,0.000965314215761531,0.0019072142424260054,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6350543-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
31,32,m1026662,m1026670,0.000249157044630187,0.00010145574591557236,0.00010476637088636998,0.0002441878171045789,0.00010219054832759779,0.0002507065462671137,0.0006422021933662632,0.0003077424221441597,0.00028445329917257175,0.0006539718446727423,0.0003231971293774771,0.0006385549473894831,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6380818-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
32,33,m1026670,m3036170,8.473021769705024e-05,3.4501803674876134e-05,3.562763969089295e-05,8.3040344827287e-05,3.475168610716956e-05,8.525715287246783e-05,0.00021839210579099172,0.00010465320160461167,9.673332736511388e-05,0.00022239458189555667,0.00010990884553098256,0.0002171517959050483,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6505950-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
33,34,m3036170,l2691952,1.1355283625781715e-05,4.623825796483178e-06,4.774706882658366e-06,1.1128812052248352e-05,4.657314272836883e-06,1.1425901860124763e-05,2.9268239481636197e-05,1.4025300758879685e-05,1.2963903529952812e-05,2.980463904023584e-05,1.4729646021315331e-05,2.910201695888634e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6505949-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
34,35,l2691952,q14414,0.00041436078737352473,0.00016872604514771763,0.00017423178218852357,0.0004060967102602113,0.0001699480587835863,0.00041693768709260144,0.001068014781164286,0.0005117912380810132,0.000473060246765599,0.0010875883075307715,0.0005374931991366583,0.0010619492263375034,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6047599-3,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
35,36,q14414,d5835167-6_int,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,0.0,0.0,0.0,0.0,0.0,0.0,,switch,ln4625876_sw,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
36,37,d5835167-6_int,l3048221,0.0003546749839161481,0.00014442222616749872,0.00014913489989507825,0.00034760128991188406,0.0001454682171971864,0.0003568806990664893,0.0009141746441131862,0.0004380712525559964,0.00040491919246622764,0.0009309287394831167,0.0004600710240155649,0.0009089827904769678,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5835167-6,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
37,38,l3048221,l3047060,0.0010358869120601925,0.00021552467266536322,0.00022268347526555876,0.0010251174638300786,0.00021712195265250796,0.001039236160975681,0.0013636074188876951,0.0006090822085050224,0.0005738711928904068,0.0013770571531986993,0.0006363156160057445,0.0013594584872605522,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6153059-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
38,39,l3047060,l3047059,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,1.9292492840877443e-08,0.0,0.0,1.9292492840877443e-08,0.0,1.9292492840877443e-08,0.0,0.0,0.0,0.0,0.0,0.0,,switch,tsw30473047_sw,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
39,40,l3047059,l3047058,0.0019241878724580684,0.0004003428912268072,0.00041364056009803724,0.0019041833319660595,0.00040330988187453273,0.0019304091926330752,0.002532937551068401,0.001131386626561838,0.0010659812155717258,0.002557920795231171,0.0011819734153594487,0.0025252307986925755,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6153058-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
40,41,l3047058,m1026732,0.0010351397850238634,0.00021536922682656597,0.0002225228661846083,0.0010243781041917592,0.0002169653547853869,0.0010384866183142608,0.0013626239254602476,0.0006086429117246276,0.0005734572918375146,0.0013760639592334633,0.000635856677298419,0.0013584779862244117,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6153057-2,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
41,42,m1026732,l2766747,0.000452573780047422,9.416164512365119e-05,9.728928996177379e-05,0.00044786866229973836,9.485948871368024e-05,0.00045403705004760724,0.0005957532206284432,0.0002661049524359011,0.00025072143687016973,0.0006016293418796121,0.00027800309115421084,0.0005939405732749595,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6153057-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
42,43,l2766747,l2858163,0.002057105965638729,0.00042799757842339723,0.00044221381705354283,0.0020357195614445255,0.00043116952137594986,0.0020637570390756523,0.0027079065518882733,0.0012095399894455744,0.0011396165359935284,0.002734615576170082,0.0012636211872888682,0.0026996674363034953,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5833611-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
43,44,l2858163,l3216346,0.0016748270491187404,0.0003484613497186824,0.0003600357369365531,0.0016574149523059653,0.0003510438398499319,0.0016802421312214141,0.002204687174770864,0.0009847671073596076,0.0009278377643090083,0.0022264327712884706,0.0010287982144146913,0.0021979791617308467,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5621834-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
44,45,l3216346,m1026767,0.0005622777173293925,0.00011698643892838686,0.000120872225241532,0.0005564320784886794,0.00011785343988635964,0.0005640956841489785,0.0007401638710742256,0.00033060882406847993,0.0003114963425281347,0.0007474643648047989,0.0003453910730054348,0.0007379118377899882,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5500957-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
45,46,m1026767,l3029500,0.0032015889840690368,0.0,0.0,0.0,0.0,0.0,0.002557059571675576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6318742-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
46,47,l3029500,m1026764,0.001975619738682956,0.0,0.0,0.0,0.0,0.0,0.0015778969092934384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5835137-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
47,48,m1026764,l3178976,0.0019815003769543334,0.0,0.0,0.0,0.0,0.0,0.0015825936840681558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5774459-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
48,49,l3178976,m1026779,0.0019609578527615395,0.0,0.0,0.0,0.0,0.0,0.0015661866879250093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6108153-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
49,50,m1026779,l2973169,0.001978526865311815,0.0,0.0,0.0,0.0,0.0,0.0015802187863393012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5956474-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
50,51,l2973169,x2973169a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991124260355029,0.0,0.5991124260355029,0.3394970414201183,0.0,0.3394970414201183,a,center_tap_xfmr,t21397304a,CLOSED,1000000,138.66666666666669,0.019228444444444447,s1s2
51,52,x2973169a,sx2973169a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951144138313614,0.5459277459319528,1.8951144138313614,0.771163970044379,0.5898321930473374,0.771163970044379,a,triplex_line,tpx21397304a0,CLOSED,1000000,104.0,0.010816,s1s2
48,53,l3178976,x3178976a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991124260355029,0.0,0.5991124260355029,0.3394970414201183,0.0,0.3394970414201183,a,center_tap_xfmr,t21397721a,CLOSED,1000000,138.66666666666669,0.019228444444444447,s1s2
53,54,x3178976a,sx3178976a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951144138313614,0.5459277459319528,1.8951144138313614,0.771163970044379,0.5898321930473374,0.771163970044379,a,triplex_line,tpx21397721a0,CLOSED,1000000,104.0,0.010816,s1s2
46,55,l3029500,x3029500a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3594674556213017,0.0,0.3594674556213017,0.20369822485207095,0.0,0.20369822485207095,a,center_tap_xfmr,t5391992a,CLOSED,1000000,138.66666666666669,0.019228444444444447,s1s2
55,56,x3029500a,sx3029500a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951144138313614,0.5459277459319528,1.8951144138313614,0.771163970044379,0.5898321930473374,0.771163970044379,a,triplex_line,tpx391992a0,CLOSED,1000000,104.0,0.010816,s1s2
45,57,m1026767,m1009698,0.0010294985353930986,0.00021419551909270142,0.00022131017292823646,0.00101879550299563,0.00021578294855844086,0.0010328271292898057,0.001355197970214796,0.0006053259620230422,0.0005703320948519083,0.0013685647592082653,0.0006323914194676167,0.001351074625297642,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6258429-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
57,58,m1009698,l3156034,0.0010931122203539927,0.0,0.0,0.0,0.0,0.0,0.0008730518126718561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5773028-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
58,59,l3156034,l3066821,0.0012876231251371956,0.0,0.0,0.0,0.0,0.0,0.0010284046619432918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5739003-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
59,60,l3066821,m1009691,0.0013744890414150754,0.0,0.0,0.0,0.0,0.0,0.0010977831248802853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5804812-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
60,61,m1009691,l2748140,0.0009692854514623936,0.0,0.0,0.0,0.0,0.0,0.0005409204244947506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5562940-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
61,62,l2748140,l3141412,0.002528560745635841,0.0,0.0,0.0,0.0,0.0,0.001411091180442801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5774487-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
62,63,l3141412,x3141412a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991124260355029,0.0,0.5991124260355029,0.3394970414201183,0.0,0.3394970414201183,a,center_tap_xfmr,t5391996a,CLOSED,1000000,138.66666666666669,0.019228444444444447,s1s2
63,64,x3141412a,sx3141412a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951144138313614,0.5459277459319528,1.8951144138313614,0.771163970044379,0.5898321930473374,0.771163970044379,a,triplex_line,tpx391996a0,CLOSED,1000000,104.0,0.010816,s1s2
61,65,l2748140,x2748140a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3594674556213017,0.0,0.3594674556213017,0.20369822485207095,0.0,0.20369822485207095,a,center_tap_xfmr,t5391995a,CLOSED,1000000,138.66666666666669,0.019228444444444447,s1s2
65,66,x2748140a,sx2748140a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951144138313614,0.5459277459319528,1.8951144138313614,0.771163970044379,0.5898321930473374,0.771163970044379,a,triplex_line,tpx391995a0,CLOSED,1000000,104.0,0.010816,s1s2
59,67,l3066821,x3066821a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3594674556213017,0.0,0.3594674556213017,0.20369822485207095,0.0,0.20369822485207095,a,center_tap_xfmr,t5391994a,CLOSED,1000000,138.66666666666669,0.019228444444444447,s1s2
67,68,x3066821a,sx3066821a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951144138313614,0.5459277459319528,1.8951144138313614,0.771163970044379,0.5898321930473374,0.771163970044379,a,triplex_line,tpx391994a0,CLOSED,1000000,104.0,0.010816,s1s2
58,69,l3156034,x3156034a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8986686390532543,0.0,0.8986686390532543,0.5092455621301775,0.0,0.5092455621301775,a,center_tap_xfmr,t5391993a,CLOSED,1000000,138.66666666666669,0.019228444444444447,s1s2
69,70,x3156034a,sx3156034a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951144138313614,0.5459277459319528,1.8951144138313614,0.771163970044379,0.5898321930473374,0.771163970044379,a,triplex_line,tpx391993a0,CLOSED,1000000,104.0,0.010816,s1s2
57,71,m1009698,m1009705,0.0006027038956795058,0.0001253974331735902,0.00012956259653776225,0.0005964379719314207,0.00012632676904948076,0.0006046525691741351,0.0007933795610049506,0.00035437866390740055,0.00033389204897416,0.0008012049395966877,0.00037022371475437844,0.0007909656128939414,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5894192-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
71,72,m1009705,m1009715,0.0010246697301557366,0.0002131908470034697,0.0002202721299535475,0.0010140168997324521,0.0002147708307201823,0.0010279827114691431,0.0013488414900147178,0.0006024867144911241,0.0005676569840946065,0.0013621455828328364,0.0006294252229229833,0.0013447374854160267,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6380825-1,CLOSED,1000000,7199.557856794634,51.833633333333346,abc
72,73,m1009715,l3010563,0.0010252436323211261,0.0,0.0,0.0,0.0,0.0,0.0007961348312204434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5804808-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
73,74,l3010563,l2841623,0.0013322286578381927,0.0,0.0,0.0,0.0,0.0,0.0010640304105669675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6259990-1,CLOSED,1000000,7199.557856794634,51.833633333333346,a
74,75,l2841623,x2841623a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991124260355029,0.0,0.5991124260355029,0.3394970414201183,0.0,0.3394970414201183,a,center_tap_xfmr,t5294844a,CLOSED,1000000,138.66666666666669,0.019228444444444447,s1s2
75,76,x2841623a,sx2841623a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951144138313614,0.5459277459319528,1.8951144138313614,0.771163970044379,0.5898321930473374,0.771163970044379,a,triplex_line,tpx294844a0,CLOSED,1000000,104.0,0.010816,s1s2
73,77,l3010563,x3010563a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5991124260355029,0.0,0.5991124260355029,0.3394970414201183,0.0,0.3394970414201183,a,center_tap_xfmr,t5294845a,CLOSED,1000000,138.66666666666669,0.019228444444444447,s1s2
77,78,x3010563a,sx3010563a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8951144138313614,0.5459277459319528,1.8951144138313614,0.771163970044379,0.5898321930473374,0.771163970044379,a,triplex_line,tpx294845a0,CLOSED,1000000,104.0,0.010816,s1s2
